"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"08449013025","2018-11-02T13:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.27","57","63",,,,,"83",,"FEW:02 12 SCT:04 18",,"6.21",,"VRB",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET072METAR LERT 021200Z 33008KT 290V350 9999 FEW012 SCT018 17/14 Q1025 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T14:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","57","63",,,,,"83",,"FEW:02 13 BKN:07 18",,"6.21",,"VRB",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET072METAR LERT 021300Z 30006KT 260V340 9999 FEW013 BKN018 17/14 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T15:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","57","64",,,,,"78",,"FEW:02 20 BKN:07 32",,"6.21",,"VRB",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET072METAR LERT 021400Z 28010KT 250V320 9999 FEW020 BKN032 18/14 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T16:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","57","63",,,,,"83",,"BKN:07 35",,"6.21",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 021500Z 28007KT 250V310 9999 BKN035 17/14 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T17:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","57","64",,,,,"78",,"BKN:07 36",,"6.21",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 021600Z 29007KT 240V330 9999 BKN036 18/14 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T18:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","57","64",,,,,"78",,"BKN:07 42",,"6.21",,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 021700Z 28009KT 260V320 9999 BKN042 18/14 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T19:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,"BKN:07 44",,"6.21",,"290",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 021800Z 29007KT 9999 BKN044 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T19:30:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,"BKN:07 44",,"6.21",,"290",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 021830Z 29007KT 9999 BKN044 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T20:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,"SCT:04 47",,"6.21",,"290",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 021900Z 29008KT 9999 SCT047 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T21:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,"SCT:04 52",,"6.21",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 022000Z 29007KT 260V320 9999 SCT052 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T22:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,"FEW:02 50",,"6.21",,"300",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 022100Z 30004KT 9999 FEW050 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-02T23:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","63",,,,,"88",,,,,,"310",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 022200Z 31004KT CAVOK 17/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T00:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.24","59","61",,,,,"94",,,,,,"310",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 022300Z 31004KT CAVOK 16/15 Q1024 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T01:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","55","57",,,,,"94",,,,,,"VRB",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 030000Z VRB02KT CAVOK 14/13 Q1023 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T02:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.21","55","55",,,,,"100",,,,,,"060",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 030100Z 06003KT CAVOK 13/13 Q1023 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T03:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","55",,,,,"100",,,,"3.11",,"020",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 030200Z 02003KT 5000 BR NSC 13/13 Q1022 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T03:49:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","54","54",,,,,"100",,,,"1.24",,"VRB",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057SPECI LERT 030249Z VRB01KT 2000 BR NSC 12/12 Q1022 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T04:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","55",,"||FG",,,"100",,,,"0.19",,"360",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 030300Z 36003KT 0300 FG NSC 13/13 Q1022 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T04:34:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","54",,"||FG",,,"100",,,,"0.81",,"VRB",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET070SPECI LERT 030334Z 34003KT 310V010 1300 BR BCFG NSC 12/12 Q1021 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T05:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","55","55",,"||FG",,,"100",,,,"0.93",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET070METAR LERT 030400Z 36007KT 330V030 1500 BR BCFG NSC 13/13 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T05:23:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","54",,"||FG",,,"100",,"VV:09 1",,"0.31",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET067SPECI LERT 030423Z 01007KT 340V040 0500 FG VV001 12/12 Q1021 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T06:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","54",,"||FG",,,"100",,"VV:09 1",,"0.25",,"VRB",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 030500Z VRB02KT 0400 FG VV001 12/12 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T07:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","54",,"||FG",,,"100",,"VV:09 1",,"0.19",,"VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET067METAR LERT 030600Z 01005KT 340V040 0300 FG VV001 12/12 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T08:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","54","54",,"||FG",,,"100",,"VV:09 1",,"0.12",,"020",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 030700Z 02006KT 0200 FG VV001 12/12 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T09:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","54","54",,"||FG",,,"100",,"VV:09 1",,"0.12",,"VRB",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET067METAR LERT 030800Z 36006KT 330V060 0200 FG VV001 12/12 Q1022 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T10:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","55",,"||FG",,,"100",,"VV:09 1",,"0.31",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET067METAR LERT 030900Z 02007KT 350V050 0500 FG VV001 13/13 Q1022 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T10:10:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","55",,,,,"100",,"SCT:04 1",,"0.62",,"VRB","20","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET071SPECI LERT 030910Z 03007G17KT 350V080 1000 BR SCT001 13/13 Q1022 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T10:20:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","55","55",,,,,"100",,"FEW:02 2",,"3.11",,"030",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060SPECI LERT 030920Z 03008KT 5000 BR FEW002 13/13 Q1022 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T11:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.18","57","61",,,,,"88",,,,,,"020",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 031000Z 02010KT CAVOK 16/14 Q1022 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T12:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","57","64",,,,,"78",,,,,,"VRB",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031100Z 03010KT 350V060 CAVOK 18/14 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T13:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.15","57","66",,,,,"73",,,,,,"VRB",,"14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031200Z 02012KT 340V050 CAVOK 19/14 Q1021 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T14:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","59","68",,,,,"73",,,,,,"VRB",,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031300Z 02009KT 340V050 CAVOK 20/15 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T15:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.12","57","70",,,,,"64",,,,,,"VRB",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031400Z 01006KT 340V060 CAVOK 21/14 Q1020 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T16:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","61","66",,,,,"83",,"FEW:02 20",,"6.21",,"280",,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET057METAR LERT 031500Z 28010KT 9999 FEW020 19/16 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T17:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","59","66",,,,,"78",,,,,,"VRB",,"9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031600Z 29008KT 270V330 CAVOK 19/15 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T18:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","59","64",,,,,"83",,,,,,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 031700Z 29007KT 260V320 CAVOK 18/15 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T19:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","59","63",,,,,"88",,,,,,"300",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 031800Z 30003KT CAVOK 17/15 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T20:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","59","61",,,,,"94",,,,,,"290",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 031900Z 29005KT CAVOK 16/15 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T21:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","59","61",,,,,"94",,,,,,"320",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 032000Z 32001KT CAVOK 16/15 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T22:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","59",,,,,"94",,,,,,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 032100Z 00000KT CAVOK 15/14 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-03T23:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","59",,,,,"94",,,,,,"310",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET051METAR LERT 032200Z 31002KT CAVOK 15/14 Q1019 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T00:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","57","59",,,,,"94",,,,,,"310",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 032300Z 31003KT CAVOK 15/14 Q1019 TEMPO 3000 BR=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T00:59:00","SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"FG BR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD  ","O",,,,,,,,,,,,,,,,,,,,,,,,,"0752","1826",,
"08449013025","2018-11-04T01:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.06","55","57",,,,,"94",,,,,,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET059METAR LERT 040000Z 00000KT CAVOK 14/13 Q1018 TEMPO 3000 BR=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T02:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","54","55",,,,,"94",,,,"4.97",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET062METAR LERT 040100Z 00000KT 8000 NSC 13/12 Q1017 TEMPO 3000 BR=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T03:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","55","57",,,,,"94",,,,"4.97",,"300",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET062METAR LERT 040200Z 30002KT 8000 NSC 14/13 Q1017 TEMPO 3000 BR=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T04:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","54","54",,,,,"100",,"FEW:02 8",,"3.11",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET068METAR LERT 040300Z 00000KT 5000 BR FEW008 12/12 Q1017 TEMPO 3000 BR=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T04:15:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","52","54",,"||FG",,,"94",,"SCT:04 8",,"1.86",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET069SPECI LERT 040315Z 00000KT 3000 0800NE BCFG SCT008 12/11 Q1016 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T05:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","54","54",,,,,"100",,"SCT:04 8",,"2.49",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060METAR LERT 040400Z 00000KT 4000 BR SCT008 12/12 Q1016 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T06:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","57","57",,"||FG",,,"100",,"SCT:04 7",,"4.35",,"000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET083METAR LERT 040500Z 00000KT 7000 2000NE BCFG SCT007 14/14 Q1016 TEMPO 0500 FG VV001=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T07:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","57","57",,,,,"100",,"BKN:07 7",,"3.73",,"260",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET071METAR LERT 040600Z 26002KT 6000 BKN007 14/14 Q1016 TEMPO 0500 FG VV001=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T08:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","57","57",,,,,"100",,"OVC:08 4",,"3.11",,"270",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET065METAR LERT 040700Z 27005KT 5000 BR OVC004 14/14 Q1017 TEMPO 3000=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T08:30:00","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","55","57",,,,,"94",,"OVC:08 3",,"1.55",,"280",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060SPECI LERT 040730Z 28005KT 2500 BR OVC003 14/13 Q1017 NOSIG=","FM-16","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T09:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","57","57",,,,,"100",,"OVC:08 3",,"0.93",,"VRB",,"8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET068METAR LERT 040800Z 28007KT 250V310 1500 BR OVC003 14/14 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T10:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","57","57",,,,,"100",,"OVC:08 4",,"0.75",,"VRB",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET068METAR LERT 040900Z 31005KT 240V350 1200 BR OVC004 14/14 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"08449013025","2018-11-04T11:00:00","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","57","59",,,,,"94",,"OVC:08 5",,"0.93",,"VRB",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET060METAR LERT 041000Z VRB04KT 1500 BR OVC005 15/14 Q1017 NOSIG=","FM-15","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
